,pro,con
8128,future,training
8129,the benefits,fire
8130,discounts,the manager
8131,other companies,you
8132,great discounts,company
8133,competitive,enough
8134,pay,management
8135,college,management
8136,the job,and
8137,great company,team cooperation
8138,stock options,management
8139,great people,it
8140,great company,the ladder
8141,stock options,management
8142,great people,it
8143,plenty,the ladder
8144,autonomy,the working hours
8145,plenty,limited career growth
8146,ambiguity,strong expectation
8147,culture,many years
8148,excellence,low growth
8149,everything,company
8150,good ideas,year
8151,dillegence,the one
8152,pay,side
8153,benefits,
8154,discounts,tim cook
8155,culture,lot
8156,certifications,hours
8157,great benefits,some politics
8158,awesome,the review process
8159,great place,non
8160,great benefits,older
8161,good company culture,kids
8162,strong company,numbers
8163,good engineers,business
8164,management,some store locations
8165,environment,poor management
8166,you,toxic work environment
8167,lots,there
8168,good people,no real downsides
8169,you,management
8170,you,schedules
8171,someone,you
8172,you,early morning
8173,work,weekend days
8174,great company,it
8175,you,outside
8176,college student,there
8177,pay,zero room
8178,lot,growth
8179,you,the company
8180,the latter,you
8181,innovative,metrics
8182,some good perks,every flaming hoop
8183,great culture,you
8184,great,the past several years
8185,great health plans,the genius bar
8186,great perks,rabid sales culture
8187,great brand recognition,the job
8188,first class products,ts
8189,the best engineers,services
8190,the world,the business team
8191,leading innovations,it
8192,amazing company,actual troubleshooting
8193,innovative amazing pay,it
8194,housing,the constant badgering
8195,great location,connection managers
8196,decent,you
8197,benefits,you
8198,some cool people,sales metrics expectations
8199,none,things
8200,,you
8201,solid pay,feedback
8202,community fun,leadership
8203,the best companies,
8204,ground,ways
8205,an employee,the workplace
8206,great company woot,
8207,woot woot,management
8208,good,any meaningful course corrections
8209,apple,the responses
8210,good,they
8211,apple,retail
8212,home,pay
8213,flexible,the downside
8214,works,the holidays
8215,school,lot
8216,gym,competition
8217,stock,you
8218,medical coverage,work
8219,training,apple
8220,apple,it
8221,people,great work
8222,people,it
8223,friends,retail job
8224,retail environment,the hours
8225,you,number
8226,better place,
8227,high end technology,sales
8228,high expectations,sales
8229,customers,customer service
8230,great benefits,small business
8231,all employees,anything else
8232,they,you
8233,employees,this
8234,it,the place
8235,,you
8236,very good pay,mgmt
8237,benefits,they
8238,you,absolute availability
8239,an impact,every day
8240,the product,the week
8241,user,it
8242,the world,needs
8243,coworkers,the business
8244,nice,
8245,environment,people
8246,lunch,days
8247,dinner,religious reasons
8248,good pay,
8249,decent work,people
8250,people,availability
8251,things,attendance
8252,you,little chance
8253,smart,little chance
8254,good hours,salary
8255,great supervisors,customer service
8256,the benefits,long training
8257,essentially unlimited resources,every day
8258,multiple software tools,home
8259,third party,long training
8260,home,every day
8261,engineering management,home
8262,,bit
8263,fairly hands,the start
8264,the lower levels,
8265,great team environment,apple
8266,some good friends,years
8267,benefits,there
8268,culture,no opportunities
8269,great people,growth
8270,easy work,promotions
8271,many,any way
8272,management team,one
8273,great team atmosphere,the top performers
8274,great,
8275,flexible schedule,any promotions
8276,plenty,interviews
8277,opportunities,
8278,high pay,hard work
8279,retail,position
8280,good pay,
8281,excellent internal support system,you
8282,great people,company
8283,culture,you
8284,benefits,performance apple
8285,competitive work environment,the company
8286,great employee perks,it
8287,job,over years
8288,food,one
8289,flexible work schedule,the best
8290,school,there
8291,full time benifits,no way
8292,part time,no valuation
8293,employee discount,peak levels
8294,home,changes
8295,amazing work environment,managers
8296,coworkers,you
8297,good benefits,one
8298,you,you
8299,great technical background,customers
8300,youll,struggle
8301,lots,there
8302,rules,minimum support
8303,customer,corporate
8304,great benefits,overwhelming
8305,good people,times
8306,fun environment,low pay
8307,great company,advance
8308,many benefits,political bull
8309,working,late
8310,home,nights
8311,work,repetitive conversations
8312,emergency,advancement
8313,manager,yrs
8314,hands,you
8315,,the right people
8316,good coach,you
8317,it,people
8318,about improving,connections
8319,the negatives,capability
8320,apple,apple
8321,great community,you
8322,everyone,you
8323,working,some managers
8324,apple retail,the role
8325,any other retail experience,the employees
8326,benefits,they
8327,culture,you
8328,people,you
8329,you,the customer
8330,lot,the company
8331,the,those
8332,lot,check
8333,doors,very poor
8334,great flexibility,horrific work
8335,lovely environment,life balance
8336,the,structure
8337,friendly people,the retail environment
8338,pleasure,we
8339,lots,garbage
8340,benefits,daily basis
8341,customers,the
8342,great benefits,it
8343,decent pay,we
8344,they,customers
8345,good benefits,vacation time
8346,the location,crowd
8347,they,growing
8348,overall views,size
8349,company,org
8350,the benefits,common workplace occurence
8351,they,favoritism
8352,both,slight tinge
8353,the retail sector,burnout
8354,you,employees
8355,there,fixed hours
8356,room,week
8357,the company,holidays
8358,the training,there
8359,you,no cons
8360,the world,the world
8361,customer service,not peak season
8362,you,hours
8363,it,apple
8364,retail,they
8365,you,this company
8366,part,extremely top heavy
8367,big family,it
8368,apple,things
8369,they,the gods
8370,there,the gods
8371,lot,any idea
8372,opportunities,matters
8373,you,little impact
8374,the company,the product
8375,you,the company
8376,you,top heavy
8377,you,the company
8378,,people
8379,this company,there
8380,someone,huge division
8381,ios app review,those
8382,the marketing umbrella,apple park
8383,some,those
8384,the best parties,you
8385,you,more valuable
8386,they,you
8387,this team,apple park
8388,the main events,it
8389,last party,network
8390,,the secrecy
8391,marketing,you
8392,holiday party,people
8393,they,they
8394,second one,home
8395,app review,robotic work
8396,me,no downtime
8397,segregation,things
8398,healthcare,bit
8399,good,the store
8400,now,time
8401,these,times
8402,contracted positions,there
8403,you,no cons
8404,time,bere
8405,time,little
8406,no more,no advancement
8407,you,you
8408,the drama,retail environment
8409,this,there
8410,the right job,many opportunities
8411,you,promotions
8412,great benefits,people
8413,great pay,management
8414,home,
8415,the people,the job
8416,you,management
8417,cool people,slow career progressions
8418,great benefits,constant changes
8419,great pay,management constant addition
8420,home,new work tasks
8421,good benefits,pay increase
8422,new entry job,hours
8423,the company,corporate tutorials
8424,it,touch
8425,employees,best practice
8426,management,site
8427,you,really none
8428,that,management
8429,the company,
8430,great benefits,the college program
8431,part time workers,lot
8432,work,competition
8433,you,growth opportunities
8434,some amazing people,work
8435,the way,weekends
8436,blast,some holidays
8437,apple,advance
8438,,some managers
8439,they,some
8440,creativity,failure
8441,the pay,open availability
8442,competitors,cons
8443,good,the schedule
8444,management,it
8445,great trainers,there
8446,fun people,
8447,great benefits,corporate level
8448,part time,retail
8449,health benefits,times
8450,stock options,you
8451,strong sense,things
8452,community,sense
8453,desire,the trenches
8454,that community,paper
8455,almost everyone,months
8456,good,me
8457,plenty,an interview oppertunity
8458,advancement opportunities,not always
8459,corporate level,the most communicative place
8460,retail,you
8461,freedom,every job
8462,autonomy,it
8463,simple,negatives
8464,team,this
8465,great management lot,one
8466,growth opportunities,the few
8467,lot,that
8468,friends,many
8469,great benefits,people
8470,leaders,all day
8471,you,once you
8472,an individual,them
8473,great place,good word
8474,friendly enviornment,you
8475,the best company,the future
8476,you,labs
8477,retail,
8478,the company,any downfalls
8479,spine,this position
8480,important values,constant change
8481,great pay,structure
8482,first knowledge,lot
8483,products,responsibility
8484,passionate company,others mistakes
8485,people,no upfront mention
8486,the world,pay
8487,the culture,job roles
8488,they,the pay
8489,you,people
8490,success,similar experience
8491,great salary,pay
8492,very little work,an hour
8493,,the same role
8494,work,yearly pay increases
8495,,excellent performance
8496,40,performance structure
8497,more responsibility,relationships
8498,more projects,direct manager
8499,it,years
8500,it,employment
8501,me,
8502,,any cons
8503,latest,unclear frameworks
8504,plenty,no
8505,work,some division
8506,plenty,fingerprints
8507,interaction,absence
8508,different teams,apple
8509,lots,the worst
8510,nice people,apple
8511,rsu,you
8512,employee purchase,you
8513,team,apple
8514,work,you
8515,,outsiders
8516,the,it
8517,awesome people,place
8518,atmosphere,this
8519,really,company
8520,retail environment,apple
8521,coworkers,you
8522,amazing,good people
8523,better team,broken environments
8524,discount,the place
8525,product,legacy culture
8526,stock,the top
8527,rsu,they
8528,dental,it
8529,vision,nice picture
8530,coworkers,words
8531,retail job,you
8532,it,you
8533,butt,you
8534,pay,bait
8535,benefits,career suicide
8536,pace,they
8537,the job,this
8538,company values,many managers
8539,no weird,mean
8540,the scenes,every weekend
8541,values,customers
8542,mission statements,no set schedule
