,pro,con
4666,smart people,bit
4667,fun challenges,housing
4668,software development engineer,the area
4669,microsoft,previous students
4670,great place,recommendations
4671,there,limited opportunities
4672,different things,the politics
4673,you,self
4674,one team,career growth
4675,you,terms
4676,options,ladder
4677,teams,hq
4678,the company,redmond
4679,there,upward growth
4680,no limit,silicon valley
4681,you,old management structures
4682,teams,old boys clubs
4683,the company,the place
4684,,cons
4685,the org,lots
4686,teams,reorgs
4687,you,career
4688,familiar faces,times
4689,the hallway multiple times,expectations
4690,day,change
4691,people nod,any
4692,smile,date
4693,you,all the time
4694,they,the faint
4695,benefits,heart
4696,the best,it
4697,it,the demands
4698,you,here months
4699,the 401k,everyone
4700,2018,
4701,espp,work
4702,hsa,more
4703,etc,it
4704,great vehicle,place
4705,retirement,you
4706,you,you
4707,you,new place
4708,microsoft,employment
4709,the best,sometimes the user
4710,,project
4711,privileged every day,sometimes the user
4712,,project
4713,work,no work
4714,the company,life balance
4715,microsoft,all
4716,great company,new managers
4717,great benefits,more training
4718,great managers,lesson
4719,interesting work,emotional intelligence
4720,it,roles
4721,large place,training program
4722,it,long hours
4723,all teams,legacy products
4724,microsoft,boring work
4725,it,some affectual discernment dat
4726,leadership,me
4727,benefits,big
4728,pay,company
4729,overall compensation,times
4730,good benefits,old team
4731,smart peers lots,some politics
4732,flexibility,the company
4733,great company,nothing
4734,lots,report
4735,big teams,everything
4736,big opportunities,no training
4737,development happpens,this role
4738,open mindset,peers
4739,great benefits,administrators
4740,compensation,the bottom
4741,role,the food chain
4742,you,no bonus
4743,success,every person
4744,the,the team
4745,the world,you
4746,great culture,one eoy
4747,current leadership,you
4748,the paternity benefit,culture
4749,the generous,peers
4750,they,you
4751,these,you
4752,the pros,
4753,microsoft datacenter,poor compensation
4754,easy job,none
4755,more,
4756,ibm,some organizations
4757,terms,others
4758,physical labor,it
4759,microsoft,they
4760,amazing benefits,steep learning
4761,microsoft,curve
4762,you,very little guidance
4763,fitness related items,supervision
4764,workplace environment,process
4765,great starter job,it
4766,the,workload
4767,it,decisions
4768,,things
4769,this job,reorgs
4770,people,consumers
4771,small,most teams
4772,,too many meetings
4773,,heavy management structure
4774,lot,system
4775,multiple mentors,big glitch
4776,exciting hardware projects,teams
4777,surface,incentive
4778,xbox,managing point
4779,hololens,view
4780,svc,there
4781,tons,lot
4782,good,talk
4783,balance,the end
4784,silicon valley campus,the above problem
4785,fitness classes,lot
4786,instructors,cooperation
4787,catered,lot
4788,dinners,less exposure
4789,late,high growth situations
4790,org,startups
4791,travel opportunities,sometimes workload
4792,redmond,an issue
4793,international partners,long hours
4794,china,strict timeliness
4795,etc,the
4796,good benefits,work
4797,401k matching,life balance
4798,employee stock purchase discount,while
4799,yearly fitness equipment reimbursement,expectations
4800,prime card,pressure
4801,commuter card,the totem pole
4802,benefits,it
4803,work environment,outside regular hours
4804,constant flow,an hourly employee
4805,bold initiatives,hourly policies
4806,flexibility,rest
4807,benefits,other positions
4808,company wide culture,store
4809,opportunity,high revenue driver
4810,different businesses,contributor
4811,pretty,normal salesperson
4812,atmosphere,there
4813,coworkers,much work
4814,microsoft,remote office
4815,all,the culture
4816,us,different groups
4817,life,microsoft
4818,this,this
4819,great,you
4820,benefits,respect
4821,wonderful teammates,job satisfaction
4822,microsoft,you
4823,big company,salaries
4824,there,comp plans
4825,lots,the market
4826,different divisions,gamesmanship
4827,different products,people
4828,they,account technology specialist roles
4829,different cultures,account team units
4830,there,atu
4831,no end,solutions
4832,interesting projects,specialist
4833,you,ssp
4834,the company,roles
4835,good fit,they
4836,you,more money
4837,lengthy interview process,problem
4838,the new team,dissension
4839,each time,technical specialists
4840,great work life balance,the stu
4841,you,the opportunity
4842,working hour,solution specialist comp plans
4843,the industry,opportunity ownership
4844,minimum amount work flexibility,local leadership
4845,you,the problem
4846,one,morale
4847,the,the sense
4848,some,atus
4849,ridiculous amount,others
4850,vacation,animal farm
4851,office days,quotas
4852,good benefits,accounts
4853,the company,individuals
4854,care,every seller
4855,opportunities,quota
4856,employees,someone
4857,the company,else
4858,you,that
4859,an interview process,internal friction
4860,,some
4861,the size,salary
4862,the company,other
4863,you,it
4864,role,there
4865,you,none
4866,dog,
4867,friendly inclusive vacations,industrial
4868,awesome building environments,standard
4869,great food options,the bus
4870,onsite stores,coworkers
4871,talented,weekly basis
4872,lot,people
4873,cool new computers,team
4874,gadgets,lots
4875,msft,internal backstabbing
4876,ceo satya nadella,whining
4877,lot,gossip
4878,positive impact,posturing
4879,people,salary
4880,lot,bad manager
4881,exciting new efforts,everything
4882,pay,reorgs
4883,work life balance,step
4884,fun peers,other corporations
4885,benefits,ageism
4886,fair compensation,an issue
4887,group activities,the company
4888,many,bill gates
4889,products,slow processes
4890,teams,movement
4891,you,other corporations
4892,teams,ageism
4893,you,an issue
4894,such,the company
4895,great culture,bill gates
4896,microsoft,slow processes
4897,the best job,movement
4898,,retail
4899,excellent pay,you
4900,the best,better accelerators
4901,brightest people,comp purposes
4902,the world,some processes
4903,the evolution,things
4904,satya,complexity
4905,the main job,matrixed environment
4906,microsoft,lots
4907,place,politics
4908,the,teams
4909,fang tech stars crew,poor understanding
4910,place,the overall value
4911,career,one
4912,good company,the
4913,good environment,the training
4914,good office space,you
4915,competitive pay,the managers
4916,traditional tech consulting shops,certain businesses
4917,college,cloud
4918,real solutions,enterprise
4919,team,marketing
4920,resources,middle management
4921,products,the company
4922,you,the top leaders
4923,compensation,the top leaders
4924,you,it
4925,extra time,middle management
4926,it,that vision
4927,this company,it
4928,everyone,the expense
4929,the room,the individual contributors
4930,growth,old technologies
4931,you,big company
4932,corporate,some teams
4933,anywhere,lot
4934,you,politics
4935,engineering support,the company
4936,marketing,it
4937,software engineering,long time
4938,product planner,things
4939,finance,process
4940,hardware engineering,weeks
4941,anything,they
4942,you,it
4943,the time,the company
4944,network,it
4945,the people,long time
4946,you,things
4947,the necessary skills,process
4948,these jobs,weeks
4949,everyone,they
4950,super,it
4951,they,reputation
4952,they,the best
4953,you,brightest people
4954,some pointers,they
4955,it,management
4956,15 minutes,they
4957,there,support staff
4958,no feeling,managers
4959,animosity,any prior experience
4960,people,managing people
4961,you,many employees
4962,that,things
4963,the company,apple
4964,many events,google
4965,the employees,nothing
4966,the food,the company
4967,there,the customers
4968,many,everyone
4969,tech support,cant think
4970,barbershops,much
4971,music,this time
4972,farmer,the latest tech
4973,more,75
4974,the,the time
4975,company,mediocrity rules
4976,no one,peter principle
4977,you,full effect
4978,ungodly hours,it
4979,there,management
4980,some days,you
4981,extra hours,good paycheck
4982,deadline,you
4983,that,the buck
4984,the exception,it
4985,the norm,huge
4986,fantastic place,you
4987,impactful products,some people
4988,great,any talents
4989,big room,
4990,growth,any cons
4991,great perks,lots
4992,technology vanguard,people
4993,leader,you
4994,cloud,hr process
4995,great benefits,promotions
4996,great people,it
4997,large stable company,you
4998,great work,results
4999,life balance,the amount
5000,people,matrixed teams
5001,environment,you
5002,great benefits,performance system
5003,campus,many dependencies
5004,excellent work,teams
5005,life balance,
5006,technology vanguard,seasoned hr professional
5007,leader,
5008,cloud,the bait
5009,great benefits,me
5010,great people,microsoft
5011,large stable company,
5012,great work,years
5013,life balance,strategic hr management experience
5014,people,the tech space
5015,environment,an amazing
5016,great benefits,one
5017,campus,the worst decisions
5018,excellent work,
5019,life balance,that
5020,great company,
5021,tons,
5022,good work env,another cog
5023,good technology,big wheel
5024,nice people,
5025,most,the majority
5026,the times,90 percent
5027,the company,emails
5028,managers,people
5029,you,
5030,the next step,permission
5031,work,spending time
5032,the smartest people,the organization
5033,the planet,gossipy
5034,great,rest
5035,overall compensation package opportunity,
5036,growth,senior leaders
5037,good salary,blind eye
5038,care,all
5039,good work life balance,you
5040,,there
5041,good pay,
5042,you,the hr function
5043,income,microsoft
5044,decent constraints,you
5045,effort,any right
5046,ms,now
5047,good choice,while
5048,,code
5049,offices,holiday season
5050,single occupancy offices,nothing
5051,most,all
5052,the,mature company
5053,,the tam position
5054,hierarchy,
5055,many parts,nothing
5056,the company,parts
5057,this,politics
5058,most companies,call
5059,it,company
5060,you,there
5061,you,different
5062,benefits,some
5063,company,them
5064,pros,others
5065,great place,not alot
5066,good work life balance,free food
5067,lots,managers
5068,opportunities,limited
5069,different domains,mobility
5070,nice toys,relationship
5071,nice tech,only certain individual contributions
5072,work life balance,project
